gene_symbol	entrez_human	entrez_rat	entrez_mouse	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	Vaquerizas.et.al	ORFeome	Ravasi.et.al	TFCat	JASPAR	GOC	DBD	TcoF.DB	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5
SUV420H1	51111	361688	225888	Q4FZB7	P0C2N5	Q3U8K7	suppressor of variegation 4-20 homolog 1 (Drosophila)	CGI85|KMT5B	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TADA3	10474	362414	101206	O75528	Q4V8F5	Q8R0L9	transcriptional adaptor 3	ADA3|NGG1|TADA3L|HADA3	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF1	6872	317256	270627	P21675		D3YZK4	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF2A|TAFII250|XDP	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF10	6881	293345	24075	Q12962	B4F7B2	Q8K0H5	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	TAF2A|TAF2H|TAFII30	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF11	6882	309638	68776	Q15544	Q5U1X0	B2KF49,Q99JX1	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	MGC:15243|TAF2I|TAFII28	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF12	6883	682902	66464	Q16514	B0BMY3	Q3UT56,Q8VE65	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	TAF2J|TAFII20	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF13	6884	310784	99730	Q15543		P61216,A2AGC5	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	TAF(II)18|TAF2K|TAFII-18|TAFII18	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF15	8148	287571	70439	Q86X94,Q92804	D3ZSS1	Q8BQ46	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	NPL3|RBP56|TAF2N|TAFII68	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF1A	9015	360893	21339	A8K4K5,B4DS21,Q15573	Q3B7U2	P97357	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa	MGC:17061|RAFI48|SL1|TAFI48	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF1B	9014	690450	21340	Q53T94	D3ZYB7	P97358	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa	MGC:9349|RAF1B|RAFI63|SL1|TAFI63	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF1C	9013	361420	21341	B3KUE8,Q15572	Q6P773	Q6PDZ2	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa	MGC:39976|SL1|TAFI110|TAFI95	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF2	6873	170844	319944	B3KMD8,Q6P1X5	F1LNY6	B9EJX5	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	CIF150|TAF2B|TAFII150	0	0		0	0	ORFeome	0	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF3	83860	100360100	209361	Q5VWG9	D3ZPB7	A2ASY1,Q5HZG4	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	TAF140|TAFII-140|TAFII140	0	0		0	0	ORFeome	0	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF4	6874	0	27878	O00268		Q99LM9	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	TAF2C|TAF2C1|TAF4A|TAFII130|TAFII135	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF4B	6875	680806	72504	Q92750		G5E8Z2	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	TAF2C2|TAFII105	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF5	6877	294018	226182	Q15542	D3ZH66	F8VPY2,Q8C092	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	TAF2D|TAFII100	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF5L	27097	307927	102162	O75529		Q91WQ5	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	PAF65B	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF6	6878	288533	21343	P49848	Q498R0	Q62311	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	MGC:8964|TAF(II)70|TAF(II)80|TAF2E|TAFII-70|TAFII-80|TAFII70|TAFII80|TAFII85	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF6L	10629	309194	225895	A8K0D4,Q9Y6J9	B5DF37	H3BJR2,Q8R2K4,H3BK01	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	PAF65A	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF7	6879	307485	24074	Q15545	B0BN78	Q9R1C0	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	TAF2F|TAFII55	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TAF9	6880	373541	108143	Q9Y3D8,Q16594	Q5EB68,Q5BKE0	Q8VCP8,Q8VI33	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	AK6|CGI-137|CINAP|CIP|MGC:1603|MGC:3647|MGC:5067|TAF2G|TAFII31|TAFII32|TAFIID32|HCINAP	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D10B	26000	365372	68449	Q4KMP7	D3ZSY8	Q8BHL3	TBC1 domain family, member 10B	EPI64B	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBP	6908	117526	21374	B4E3B3,F5H869,P20226,Q32MN7	Q66HB1	Q6RI65,P29037	TATA box binding protein	GTF2D|GTF2D1|HDL4|SCA17|TFIID	0	0		0	0	ORFeome	Ravasi et al	TFCat	JASPAR	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL1	9338	302593	237052	Q15170	Q5PPP3	A2AEC4,Q921P9	transcription elongation factor A (SII)-like 1	SIIR|P21|PP21	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCERG1	10915	307474	56070	O14776	D3ZTL0	Q8CGF7,Q3TH57	transcription elongation regulator 1	CA150|TAF2S|URN1	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECPR1	25851	304285	70381	Q7Z6L1	Q3ZBA0	Q80VP0	tectonin beta-propeller repeat containing 1	-	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFB1M	51106	308140	224481	E5KTM5,Q8WVM0	Q811P6	Q8JZM0	transcription factor B1, mitochondrial	CGI75|MTTFB|MTTFB1	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFB2M	64216	289307	15278	Q9H5Q4	Q5U2T7	Q3TL26,B2RSE6	transcription factor B2, mitochondrial	HKP1|MTTFB2	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRAP3	9967	313591	230753	Q9Y2W1	Q5M7V8	A2AJI4,Q569Z6	thyroid hormone receptor associated protein 3	TRAP150	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TICRR	90381	308768	77011	Q7Z2Z1		Q8BQ33	TOPBP1-interacting checkpoint and replication regulator	C15ORF42|SLD3|TRESLIN	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMELESS	8914	83508	21853	Q9UNS1	Q9Z2Y1	Q3U574,Q9R1X4	timeless circadian clock	TIM|TIM1|HTIM	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM175	84286	305623	72392	Q9BSA9	Q6AY05	Q8BM80,Q9CXY1	transmembrane protein 175	-	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMF1	7110	114206	232286	Q6PII6,P82094	G3V9T2,Q9QYA5	B9EKI3	TATA element modulatory factor 1	ARA160|TMF	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TNRC17	27321	0	0				trinucleotide repeat containing 17	CAGL234	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNRC18P2	27320	0	0				trinucleotide repeat containing 18 pseudogene 2	TNRC18|TNRC18B	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNRC6A	27327	308971	233833	Q8NDV7	D4A372	Q3UHK8,F6ZMJ4	trinucleotide repeat containing 6A	CAGH26|GW1|GW182|TNRC6	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TONSL	4796	366953	72749	Q96HA7	D4A615	G3UW83,Q6NZL6	tonsoku-like, DNA repair protein	IKBR|NFKBIL2	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53BP2	7159	305025	0	Q13625			tumor protein p53 binding protein, 2	53BP2|ASPP2|BBP|P53BP2|PPP1R13A	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPRXL	348825	0	0				tetra-peptide repeat homeobox-like	-	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM10	10107	294210	19824	Q9UDY6	Q6MFY9	Q9WUH5	tripartite motif containing 10	HERF1|RFB30|RNF9	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM13	10206	364398	66597	O60858,Q8N5I3	Q5M7V1	Q3TSD2,Q9CYB0	tripartite motif containing 13	CAR|DLEU5|LEU5|RFP2|RNF77	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM14	9830	313236	74735	Q14142	D3ZBI1	Q14AR3,Q8BVW3	tripartite motif containing 14	-	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM15	89870	414821	69097	Q9C019,Q5SRL0		G3UY57,Q8R096	tripartite motif containing 15	RNF93|ZNF178|ZNFB7	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM16	10626	303214	94092	O95361	D3ZW47	Q99PP9,Q5SVT2	tripartite motif containing 16	EBBP	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM17	51127	64702	56631	Q9Y577	Q9WV59	Q7TPM3	tripartite motif containing 17	RBCC|RNF16|TERF	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM21	6737	308901	20821	P19474		Q3U7K7	tripartite motif containing 21	RNF81|RO52|SSA|SSA1	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIM22	10346	0	0	B4DQS5,Q8IYM9			tripartite motif containing 22	GPSTAF50|RNF94|STAF50	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIM24	8805	500084	21848	O15164	Q7TP39	Q64127	tripartite motif containing 24	PTC6|RNF82|TF1A|TIF1|TIF1A|TIF1ALPHA|HTIF1	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIM25	7706	494338	217069	Q14258	Q6P7B3	Q61510	tripartite motif containing 25	EFP|RNF147|Z147|ZNF147	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIM26	7726	309586	22670	Q12899	P62603	Q99PN3	tripartite motif containing 26	AFP|RNF95|ZNF173	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM27	5987	291171	19720	P14373	B5DFI5	Q62158	tripartite motif containing 27	RFP|RNF76	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIM28	10155	116698	21849	Q13263	O08629	Q62318,Q5EBP9	tripartite motif containing 28	KAP1|RNF96|TF1B|TIF1B	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIM29	23650	300656	72169	Q14134	D4ABW9	Q8R2Q0	tripartite motif containing 29	ATDC	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM31	11074	294208	224762	Q2L6J1,Q9BZY9		Q8R0K2	tripartite motif containing 31	C6ORF13|HCG1|HCGI|RNF	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM33	51592	365894	94093	B3KN30,Q9UPN9		E9QME5,E9QP19,Q99PP7	tripartite motif containing 33	ECTO|PTC7|RFG7|TF1G|TIF1G|TIF1GAMMA|TIFGAMMA	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIM34	53840	0	0	Q9BYJ4			tripartite motif containing 34	IFP1|RNF21	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM35	23087	498538	66854	Q9UPQ4	G3V769,Q5RKG6	Q8C006	tripartite motif containing 35	HLS5|MAIR	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM38	10475	0	214158	B2R862,O00635		Q5SZ99	tripartite motif containing 38	RNF15|RORET	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM39	56658	309591	79263	Q9HCM9	Q6MFZ5	E9QLN4,Q570Z1,Q9ESN2	tripartite motif containing 39	RNF23|TFP|TRIM39B	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM4	89122	287824	0	Q9C037	F1LMT9		tripartite motif containing 4	RNF87	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM40	135644	365528	195359	Q6P9F5	Q6MFY8	B7ZWG4,Q3UWA4	tripartite motif containing 40	RNF35	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM41	90933	303088	211007	Q8WV44	B4F7B4,F1LMK2	Q5NCC3	tripartite motif containing 41	RINCK	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM47	91107	690374	217333	Q96LD4	D3ZA22	A2A861,Q497Z1,Q8C0E3,B7ZN75	tripartite motif containing 47	GOA|RNF100	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM48	79097	0	0	Q8IWZ4			tripartite motif containing 48	RNF101	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49	57093	0	0	P0CI25			tripartite motif containing 49	RNF18|TRIM49A|TRIM49L2	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM5	85363	308906	667823	Q9C035	Q6AYT1	E9PV98	tripartite motif containing 5	RNF88|TRIM5ALPHA	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM50	135892	288596	215061	Q86XT4	Q810I1	Q810I2	tripartite motif containing 50	TRIM50A	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM52	84851	290458	212085	Q96A61	D3ZJ28	Q8CDV4	tripartite motif containing 52	RNF102	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM56	81844	0	384309	Q9BRZ2		Q80VI1	tripartite motif containing 56	RNF109	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM58	25893	303167	216781	Q8NG06	D3ZYF5	Q5NCC9	tripartite motif containing 58	BIA2	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM6	117854	293294	94088	B4DDQ5,Q9C030	D4A3L4	Q8BGE7	tripartite motif containing 6	RNF89	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM62	55223	313045	67525	Q9BVG3		A2A822,Q80V85	tripartite motif containing 62	DEAR1	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM65	201292	303684	338364	Q6PJ69	D3ZY16	Q8BFW4,Q99PQ2,Q8BJT1	tripartite motif containing 65	4732463G12RIK	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM68	55128	0	101700	Q6AZZ1		G3X9I6	tripartite motif containing 68	GC109|RNF137|SS-56|SS56	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM69	140691	311373	70928	Q86WT6	Q5BK82	Q80X56	tripartite motif containing 69	HSD34|RNF36|TRIF	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM8	81603	688785	93679	Q9BZR9	D3ZQE3	Q99PJ2	tripartite motif containing 8	GERP|RNF27	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM9	114088	155812	94090	Q9C026	Q91ZY8	Q3TR28,E9QLH4,Q8C7M3,E9Q524	tripartite motif containing 9	RNF91|SPRING	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIOBP	11078	362956	110253	F2Z2W0,F8W6V6,Q9H2D6		I7HJT0,Q99KW3,E9QMQ3	TRIO and F-actin binding protein	DFNB28|TARA|DJ37E16.4	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIP10	9322	116717	106628	Q15642	P97531	Q8CJ53	thyroid hormone receptor interactor 10	CIP4|HSTP|STOT|STP	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIP11	9321	314393	109181	B2RUT2,Q6MZL5,Q15643		E9Q512	thyroid hormone receptor interactor 11	ACG1A|CEV14|GMAP-210|TRIP-11|TRIP230	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIP13	9319	292206	69716	Q15645	Q5XHZ9	Q3UA06	thyroid hormone receptor interactor 13	16E1BP	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIP4	9325	315769	56404	Q15650	B5DEP5	Q9QXN3	thyroid hormone receptor interactor 4	ASC-1|ASC1|HST17391	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TRIP6	7205	0	22051	Q15654		Q9Z1Y4,B2RS30	thyroid hormone receptor interactor 6	OIP-1|OIP1|TRIP-6|TRIP6I2|ZRP-1	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
TTLL4	9654	690512	67534	Q14679		Q80UG8	tubulin tyrosine ligase-like family, member 4	-	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTLL5	23093	0	320244	Q6EMB2		Q8CHB8	tubulin tyrosine ligase-like family, member 5	KIAA0998|STAMP	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UHRF1	29128	316129	18140	Q96T88	Q7TPK1	Q8VDF2	ubiquitin-like with PHD and ring finger domains 1	ICBP90|NP95|RNF106|HNP95|HUHRF1	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UHRF2	115426	309331	109113	Q96PU4	D3ZK36	Q7TMI3	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase	NIRF|RNF107|URF2	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USE1	55850	290627	67023	Q9NZ43	B0BNG6	E9Q496,Q9CQ56	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	P31|SLT1	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTF1	8433	681901	22286	Q5T230	B3FIB5	B2RSF1,Q6J1H4	undifferentiated embryonic cell transcription factor 1	-	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
VGLL1	51442	363508	170828	Q99990		Q99NC0	vestigial like 1 (Drosophila)	TDU|VGL1	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
WBP5	51186	680354	22381	Q9UHQ7	B2RYT6	Q9DD24	WW domain binding protein 5	TCEAL9	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR45L	56270	360682	66840	Q5MNZ6	Q2MCP5	B1ATT1,Q9CR39	WD repeat domain 45B	WIPI-3|WIPI3	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR60	55112	314523	217935	Q8WVS4		Q3UN53,Q8C761	WD repeat domain 60	-	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAF2	10138	690262	67057	Q8IY57	D3ZII7	Q99LW6	YY1 associated factor 2	-	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZAR1	326340	353228	317755	Q86SH2	Q7TSX9	Q80SU3	zygote arrest 1	-	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC1	29800	291967	70796	Q8WTX9	Q2TGK5	Q8R0N9	zinc finger, DHHC-type containing 1	C16ORF1|HSU90653|ZNF377	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC17	23390	366889	320150	Q8IUH5	Q2TGJ2	Q80TN5,Q8BIT5	zinc finger, DHHC-type containing 17	HIP14|HIP3|HYPH	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFAND5	7763	293960	22682	O76080		O88878	zinc finger, AN1-type domain 5	ZA20D2|ZFAND5A|ZNF216	0	0		0	0	ORFeome	0	TFCat	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFAND6	54469	293067	65098	Q6FIF0	Q6DGF4	Q9DCH6	zinc finger, AN1-type domain 6	AWP1|ZA20D3|ZFAND5B	0	0		0	0	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP2	80108	497897	22678	Q6ZN57	B1WBX4	P08043	ZFP2 zinc finger protein	ZNF751	0	0		0	0	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZFP28	140612	502294	22690	Q8NHY6		Q69ZJ8,P10078	ZFP28 zinc finger protein	MKR5	0	0		0	0	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZFP3	124961	497944	193043	Q96NJ6	D3ZIG3	A2CF98,Q8BLB0	ZFP3 zinc finger protein	ZNF752	0	0		0	0	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZFPL1	7542	84602	81909	O95159		Q9DB43	zinc finger protein-like 1	D11S750|MCG4	0	0		0	0	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM3	9203	317260	56364	Q14202,A8K3Z7		Q8CG95,Q32P02,B1AXS5,Q9JLM4,B1AXS6	zinc finger, MYM-type 3	DXS6673E|MYM|XFIM|ZNF198L2|ZNF261	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM4	9202	313598	67785	Q5VZL5		A2A791	zinc finger, MYM-type 4	CDIR|MYM|ZNF198L3|ZNF262	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM5	9205	0	219105	Q9UJ78		Q3U2E2,Q3TML8	zinc finger, MYM-type 5	HSPC050|MYM|ZNF198L1|ZNF237	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM6	9204	362602	100177	O95789	D4AEF5	Q8BS54	zinc finger, MYM-type 6	BUSTER2|MYM|ZNF198L4|ZNF258	0	0		0	0	ORFeome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
